EEG43832339,EC1,0
EEG43832340,EC2,0.00390625
EEG43832341,EC3,0.0078125
EEG43832342,EC4,0.01171875
EEG43832343,EC5,0.015625
EEG43832344,EC6,0.01953125
EEG43832345,EC7,0.0234375
EEG43832346,EC8,0.02734375
EEG43832347,EC9,0.03125
EEG43832348,EC10,0.03515625
EEG43832349,EC11,0.0390625
EEG43832350,EC12,0.04296875
EEG43832351,EC13,0.046875
EEG43832352,EC14,0.05078125
EEG43832353,EC15,0.0546875
EEG43832354,EC16,0.05859375
EEG43832355,EC17,0.0625
EEG43832356,EC18,0.06640625
EEG43832357,EC19,0.0703125
EEG43832358,EC20,0.07421875
EEG43832359,EC21,0.078125
EEG43832360,EC22,0.08203125
EEG43832361,EC23,0.0859375
EEG43832362,EC24,0.08984375
EEG43832363,EC25,0.09375
EEG43832364,EC26,0.09765625
EEG43832365,EC27,0.1015625
EEG43832366,EC28,0.10546875
EEG43832367,EC29,0.109375
EEG43832368,EC1,0.11328125
EEG43832369,EC2,0.1171875
EEG43832370,EC3,0.12109375
EEG43832371,EC4,0.125
EEG43832372,EC5,0.12890625
EEG43832373,EC6,0.1328125
EEG43832374,EC7,0.13671875
EEG43832375,EC8,0.140625
EEG43832376,EC9,0.14453125
EEG43832377,EC10,0.1484375
EEG43832378,EC11,0.15234375
EEG43832379,EC12,0.15625
EEG43832380,EC13,0.16015625
EEG43832381,EC14,0.1640625
EEG43832382,EC15,0.16796875
EEG43832383,EC16,0.171875
EEG43832384,EC17,0.17578125
EEG43832385,EC18,0.1796875
EEG43832386,EC19,0.18359375
EEG43832387,EC20,0.1875
EEG43832388,EC21,0.19140625
EEG43832389,EC22,0.1953125
EEG43832390,EC23,0.19921875
EEG43832391,EC24,0.203125
EEG43832392,EC25,0.20703125
EEG43832393,EC26,0.2109375
EEG43832394,EC27,0.21484375
EEG43832395,EC28,0.21875
EEG43832396,EC29,0.22265625
EEG43832397,EC1,0.2265625
EEG43832398,EC2,0.23046875
EEG43832399,EC3,0.234375
EEG43832400,EC4,0.23828125
EEG43832401,EC5,0.2421875
EEG43832402,EC6,0.24609375
EEG43832403,EC7,0.25
EEG43832404,EC8,0.25390625
EEG43832405,EC9,0.2578125
EEG43832406,EC10,0.26171875
EEG43832407,EC11,0.265625
EEG43832408,EC12,0.26953125
EEG43832409,EC13,0.2734375
EEG43832410,EC14,0.27734375
EEG43832411,EC15,0.28125
EEG43832412,EC16,0.28515625
EEG43832413,EC17,0.2890625
EEG43832414,EC18,0.29296875
EEG43832415,EC19,0.296875
EEG43832416,EC20,0.30078125
EEG43832417,EC21,0.3046875
EEG43832418,EC22,0.30859375
EEG43832419,EC23,0.3125
EEG43832420,EC24,0.31640625
EEG43832421,EC25,0.3203125
EEG43832422,EC26,0.32421875
EEG43832423,EC27,0.328125
EEG43832424,EC28,0.33203125
EEG43832425,EC29,0.3359375
EEG43832426,EC1,0.33984375
EEG43832427,EC2,0.34375
EEG43832428,EC3,0.34765625
EEG43832429,EC4,0.3515625
EEG43832430,EC5,0.35546875
EEG43832431,EC6,0.359375
EEG43832432,EC7,0.36328125
EEG43832433,EC8,0.3671875
EEG43832434,EC9,0.37109375
EEG43832435,EC10,0.375
EEG43832436,EC11,0.37890625
EEG43832437,EC12,0.3828125
EEG43832438,EC13,0.38671875
EEG43832439,EC14,0.390625
EEG43832440,EC15,0.39453125
EEG43832441,EC16,0.3984375
EEG43832442,EC17,0.40234375
EEG43832443,EC18,0.40625
EEG43832444,EC19,0.41015625
EEG43832445,EC20,0.4140625
EEG43832446,EC21,0.41796875
EEG43832447,EC22,0.421875
EEG43832448,EC23,0.42578125
EEG43832449,EC24,0.4296875
EEG43832450,EC25,0.43359375
EEG43832451,EC26,0.4375
EEG43832452,EC27,0.44140625
EEG43832453,EC28,0.4453125
EEG43832454,EC29,0.44921875
EEG43832455,EC1,0.453125
EEG43832456,EC2,0.45703125
EEG43832457,EC3,0.4609375
EEG43832458,EC4,0.46484375
EEG43832459,EC5,0.46875
EEG43832460,EC6,0.47265625
EEG43832461,EC7,0.4765625
EEG43832462,EC8,0.48046875
EEG43832463,EC9,0.484375
EEG43832464,EC10,0.48828125
EEG43832465,EC11,0.4921875
EEG43832466,EC12,0.49609375
EEG43832467,EC13,0.5
EEG43832468,EC14,0.50390625
EEG43832469,EC15,0.5078125
EEG43832470,EC16,0.51171875
EEG43832471,EC17,0.515625
EEG43832472,EC18,0.51953125
EEG43832473,EC19,0.5234375
EEG43832474,EC20,0.52734375
EEG43832475,EC21,0.53125
EEG43832476,EC22,0.53515625
EEG43832477,EC23,0.5390625
EEG43832478,EC24,0.54296875
EEG43832479,EC25,0.546875
EEG43832480,EC26,0.55078125
EEG43832481,EC27,0.5546875
EEG43832482,EC28,0.55859375
EEG43832483,EC29,0.5625
EEG43832484,EC1,0.56640625
EEG43832485,EC2,0.5703125
EEG43832486,EC3,0.57421875
EEG43832487,EC4,0.578125
EEG43832488,EC5,0.58203125
EEG43832489,EC6,0.5859375
EEG43832490,EC7,0.58984375
EEG43832491,EC8,0.59375
EEG43832492,EC9,0.59765625
EEG43832493,EC10,0.6015625
EEG43832494,EC11,0.60546875
EEG43832495,EC12,0.609375
EEG43832496,EC13,0.61328125
EEG43832497,EC14,0.6171875
EEG43832498,EC15,0.62109375
EEG43832499,EC16,0.625
EEG43832500,EC17,0.62890625
EEG43832501,EC18,0.6328125
EEG43832502,EC19,0.63671875
EEG43832503,EC20,0.640625
EEG43832504,EC21,0.64453125
EEG43832505,EC22,0.6484375
EEG43832506,EC23,0.65234375
EEG43832507,EC24,0.65625
EEG43832508,EC25,0.66015625
EEG43832509,EC26,0.6640625
EEG43832510,EC27,0.66796875
EEG43832511,EC28,0.671875
EEG43832512,EC29,0.67578125
EEG43832513,EC1,0.6796875
EEG43832514,EC2,0.68359375
EEG43832515,EC3,0.6875
EEG43832516,EC4,0.69140625
EEG43832517,EC5,0.6953125
EEG43832518,EC6,0.69921875
EEG43832519,EC7,0.703125
EEG43832520,EC8,0.70703125
EEG43832521,EC9,0.7109375
EEG43832522,EC10,0.71484375
EEG43832523,EC11,0.71875
EEG43832524,EC12,0.72265625
EEG43832525,EC13,0.7265625
EEG43832526,EC14,0.73046875
EEG43832527,EC15,0.734375
EEG43832528,EC16,0.73828125
EEG43832529,EC17,0.7421875
EEG43832530,EC18,0.74609375
EEG43832531,EC19,0.75
EEG43832532,EC20,0.75390625
EEG43832533,EC21,0.7578125
EEG43832534,EC22,0.76171875
EEG43832535,EC23,0.765625
EEG43832536,EC24,0.76953125
EEG43832537,EC25,0.7734375
EEG43832538,EC26,0.77734375
EEG43832539,EC27,0.78125
EEG43832540,EC28,0.78515625
EEG43832541,EC29,0.7890625
EEG43832542,EC1,0.79296875
EEG43832543,EC2,0.796875
EEG43832544,EC3,0.80078125
EEG43832545,EC4,0.8046875
EEG43832546,EC5,0.80859375
EEG43832547,EC6,0.8125
EEG43832548,EC7,0.81640625
EEG43832549,EC8,0.8203125
EEG43832550,EC9,0.82421875
EEG43832551,EC10,0.828125
