,Open1,Open2,Open3,Open4,Open5,Low1,Low2,Low3,Low4,Low5,High1,High2,High3,High4,High5,Vol_1,Vol_2,Vol_3,Vol_4,Vol_5,Pos1,Pos2,Pos3,Pos4,Pos5,Neg1,Neg2,Neg3,Neg4,Neg5,Close1,Close2,Close3,Close4,Close5,Close
10,14968.2001953125,13453.900390625,13952.400390625,14370.7998046875,13767.2998046875,13105.900390625,13158.099609375,13952.400390625,13268.0,13641.7001953125,15018.7998046875,14229.900390625,14659.5,14511.7998046875,14445.5,16534099968,12065699840,12763599872,11084099584,12750799872,0.176132073,0.17800131,0.179452766,0.20321386,0.177215772,0.823867927,0.82199869,0.820547234,0.79678614,0.822784228,13405.7998046875,13980.599609375,14360.2001953125,13772.0,13819.7998046875,11490.5
11,13453.900390625,13952.400390625,14370.7998046875,13767.2998046875,13836.099609375,13158.099609375,13952.400390625,13268.0,13641.7001953125,10194.900390625,14229.900390625,14659.5,14511.7998046875,14445.5,13843.099609375,12065699840,12763599872,11084099584,12750799872,18853799936,0.17800131,0.179452766,0.20321386,0.177215772,0.109138088,0.82199869,0.820547234,0.79678614,0.822784228,0.890861912,13980.599609375,14360.2001953125,13772.0,13819.7998046875,11490.5,11188.599609375
12,13952.400390625,14370.7998046875,13767.2998046875,13836.099609375,11431.099609375,13952.400390625,13268.0,13641.7001953125,10194.900390625,9402.2900390625,14659.5,14511.7998046875,14445.5,13843.099609375,11678.0,12763599872,11084099584,12750799872,18853799936,18830600192,0.179452766,0.20321386,0.177215772,0.109138088,0.148098497,0.820547234,0.79678614,0.822784228,0.890861912,0.851901503,14360.2001953125,13772.0,13819.7998046875,11490.5,11188.599609375,11474.900390625
13,14370.7998046875,13767.2998046875,13836.099609375,11431.099609375,11198.7998046875,13268.0,13641.7001953125,10194.900390625,9402.2900390625,10942.5,14511.7998046875,14445.5,13843.099609375,11678.0,12107.2998046875,11084099584,12750799872,18853799936,18830600192,15020399616,0.20321386,0.177215772,0.109138088,0.148098497,0.2227748,0.79678614,0.822784228,0.890861912,0.851901503,0.7772252,13772.0,13819.7998046875,11490.5,11188.599609375,11474.900390625,11607.400390625
14,13767.2998046875,13836.099609375,11431.099609375,11198.7998046875,11429.7998046875,13641.7001953125,10194.900390625,9402.2900390625,10942.5,11172.099609375,14445.5,13843.099609375,11678.0,12107.2998046875,11992.7998046875,12750799872,18853799936,18830600192,15020399616,10740400128,0.177215772,0.109138088,0.148098497,0.2227748,0.19579979,0.822784228,0.890861912,0.851901503,0.7772252,0.80420021,13819.7998046875,11490.5,11188.599609375,11474.900390625,11607.400390625,12899.2001953125
15,13836.099609375,11431.099609375,11198.7998046875,11429.7998046875,11656.2001953125,10194.900390625,9402.2900390625,10942.5,11172.099609375,11656.2001953125,13843.099609375,11678.0,12107.2998046875,11992.7998046875,13103.0,18853799936,18830600192,15020399616,10740400128,11801700352,0.109138088,0.148098497,0.2227748,0.19579979,0.233892448,0.890861912,0.851901503,0.7772252,0.80420021,0.766107552,11490.5,11188.599609375,11474.900390625,11607.400390625,12899.2001953125,11600.099609375
16,11431.099609375,11198.7998046875,11429.7998046875,11656.2001953125,12889.2001953125,9402.2900390625,10942.5,11172.099609375,11656.2001953125,11288.2001953125,11678.0,12107.2998046875,11992.7998046875,13103.0,12895.900390625,18830600192,15020399616,10740400128,11801700352,9935179776,0.148098497,0.2227748,0.19579979,0.233892448,0.244551341,0.851901503,0.7772252,0.80420021,0.766107552,0.755448659,11188.599609375,11474.900390625,11607.400390625,12899.2001953125,11600.099609375,10931.400390625
17,11198.7998046875,11429.7998046875,11656.2001953125,12889.2001953125,11633.099609375,10942.5,11172.099609375,11656.2001953125,11288.2001953125,10240.2001953125,12107.2998046875,11992.7998046875,13103.0,12895.900390625,11966.400390625,15020399616,10740400128,11801700352,9935179776,10537400320,0.2227748,0.19579979,0.233892448,0.244551341,0.199319485,0.7772252,0.80420021,0.766107552,0.755448659,0.800680515,11474.900390625,11607.400390625,12899.2001953125,11600.099609375,10931.400390625,10868.400390625
18,11429.7998046875,11656.2001953125,12889.2001953125,11633.099609375,10944.5,11172.099609375,11656.2001953125,11288.2001953125,10240.2001953125,10129.7001953125,11992.7998046875,13103.0,12895.900390625,11966.400390625,11377.599609375,10740400128,11801700352,9935179776,10537400320,9660609536,0.19579979,0.233892448,0.244551341,0.199319485,0.161972818,0.80420021,0.766107552,0.755448659,0.800680515,0.838027182,11607.400390625,12899.2001953125,11600.099609375,10931.400390625,10868.400390625,11359.400390625
19,11656.2001953125,12889.2001953125,11633.099609375,10944.5,10903.400390625,11656.2001953125,11288.2001953125,10240.2001953125,10129.7001953125,10639.7998046875,13103.0,12895.900390625,11966.400390625,11377.599609375,11501.400390625,11801700352,9935179776,10537400320,9660609536,9940989952,0.233892448,0.244551341,0.199319485,0.161972818,0.211936835,0.766107552,0.755448659,0.800680515,0.838027182,0.788063165,12899.2001953125,11600.099609375,10931.400390625,10868.400390625,11359.400390625,11259.400390625
20,12889.2001953125,11633.099609375,10944.5,10903.400390625,11421.7001953125,11288.2001953125,10240.2001953125,10129.7001953125,10639.7998046875,11057.400390625,12895.900390625,11966.400390625,11377.599609375,11501.400390625,11785.7001953125,9935179776,10537400320,9660609536,9940989952,8873169920,0.244551341,0.199319485,0.161972818,0.211936835,0.211947122,0.755448659,0.800680515,0.838027182,0.788063165,0.788052878,11600.099609375,10931.400390625,10868.400390625,11359.400390625,11259.400390625,11171.400390625
21,11633.099609375,10944.5,10903.400390625,11421.7001953125,11256.0,10240.2001953125,10129.7001953125,10639.7998046875,11057.400390625,10470.2998046875,11966.400390625,11377.599609375,11501.400390625,11785.7001953125,11656.7001953125,10537400320,9660609536,9940989952,8873169920,9746199552,0.199319485,0.161972818,0.211936835,0.211947122,0.269327523,0.800680515,0.838027182,0.788063165,0.788052878,0.730672477,10931.400390625,10868.400390625,11359.400390625,11259.400390625,11171.400390625,11440.7001953125
22,10944.5,10903.400390625,11421.7001953125,11256.0,11174.900390625,10129.7001953125,10639.7998046875,11057.400390625,10470.2998046875,10989.2001953125,11377.599609375,11501.400390625,11785.7001953125,11656.7001953125,11614.900390625,9660609536,9940989952,8873169920,9746199552,7583269888,0.161972818,0.211936835,0.211947122,0.269327523,0.163787152,0.838027182,0.788063165,0.788052878,0.730672477,0.836212848,10868.400390625,11359.400390625,11259.400390625,11171.400390625,11440.7001953125,11786.2998046875
